id,repo,Title,Description,Assigned To
317,inoScript,Missing test records,,JRLSLLC
318,inoScript,Need to delete an associated file. Named R drawing Alts,,JRLSLLC
319,inoScript,WO Scrap not loading,,JRLSLLC
320,inoScript,Location is showing still in a cart,,JRLSLLC
321,inoScript,WO 94926 Customer No Invalid,,JRLSLLC
322,inoScript,Cannot access Quality/Engineering functions in Manex,,JRLSLLC
323,inoScript,Need Conversion Time View Created,,JRLSLLC
324,inoScript,Can we grant Robert (Kary) Hansen READ ONLY access to the training database?,,JRLSLLC
325,inoScript,"I need the rights to make change in COM, probably approvals too.  I do not have the ability to do anything in there currently, including filling in the last column that states Color so I cannot type in the search field or anything.",,JRLSLLC
326,inoScript,"Beginning sometime on 10/18 - on Inonet Asset Management page - Assets tab specifically.  My page isnt loading as it normally would.  The asset list doesnt load and I cant search or edit.  Other tabs seem ok, such as the Cals Due tab.  See the atta",,JRLSLLC
327,inoScript,Sign off Dash - Cycle Count ID # 35787 will not reset if I select the trash button.,,JRLSLLC
328,inoScript,No longer receiving email that a quote has been submitted,,JRLSLLC
329,inoScript,Cannot close CAR 20220622-1184,,JRLSLLC
330,inoScript,certain serials will not scan for WO 94068,,JRLSLLC
331,inoScript,Operators Getting Locked outside,,JRLSLLC
332,inoScript,Defect Options,,JRLSLLC
333,inoScript,Engineering COMs are not showing orange in my view,,JRLSLLC
334,inoScript,door scanners not allowing pass,,JRLSLLC
335,inoScript,Alerts showing incorrectly,,JRLSLLC
336,inoScript,View for OOBA FPY Report,,JRLSLLC
337,inoScript,"The org chart on Inonet is broken. We actually dont want employees to use Inonet for org charts moving forward.  If you will put the following in place of the link, that would be great.  Moving forward Organizational Charts can be found in Paylocity und",,JRLSLLC
338,inoScript,PST will not load,,JRLSLLC
339,inoScript,Wash Concentration and Contamination Data Views,,JRLSLLC
340,inoScript,getting an error when trying to submit a requisition 20221017-496,,JRLSLLC
341,inoScript,"Please move serial numbers 8527700011, 8527600036, 8828300034 back to the last work center prior to going into MRB..",,JRLSLLC
342,inoScript,Need Inonet Report Usage Info,,JRLSLLC
343,inoScript,Internal BOM missing from this assembly. BOM file is linked but blank.,,JRLSLLC
344,inoScript,Internal BOM is missing from this assembly.,,JRLSLLC
345,inoScript,The requisition page in no-longer accessable,,JRLSLLC
346,inoScript,error to enter requisition module,,JRLSLLC
347,inoScript,qvwQuoteToActual missing lot sizes and po sizes,,JRLSLLC
348,inoScript,qvwQuoteWCCosts missing lot 214 minutes for quote 20210512-1442,,JRLSLLC
349,inoScript,board keeps going from outsource to X-ray 2 instead of FG.,,JRLSLLC
350,inoScript,BOM index 12 is not showing up under WO 93556.,,JRLSLLC
351,inoScript,Only one defect allowed per transaction,,JRLSLLC
352,inoScript,Cannot upload quotes,,JRLSLLC
353,inoScript,Cannot retrieve document from Tecate Doc Master,,JRLSLLC
354,inoScript,qvwSerialDetail possible addition,,JRLSLLC
355,inoScript,qvwNCMR - add Reason code field,,JRLSLLC
356,inoScript,"I am trying to add an employee into INONET. However, when I hit save it makes me submit a picture. When I try and add a picture, it says the folder doesnt exist. Then it deletes my entry.",,JRLSLLC
357,inoScript,Cannot run backlog report,,JRLSLLC
358,inoScript,Leaving price blank is causing an error,,JRLSLLC
359,inoScript,qvwSerialDetail - add rwkNotes,,JRLSLLC
360,inoScript,"In the QSMS, CAR system:  Following initiation of a CAR, if the CAR is not immediately assigned to someone as owner, the department defaults to Purchasing.  (Assigning an owner defaults to that owners organization)..   If an Owner is not assigned, th",,JRLSLLC
361,inoScript,Can I please get added to the Key Work List emails that go out to product engineering every day?,,JRLSLLC
362,inoScript,Create Source Time View,,JRLSLLC
363,inoScript,Qty showing is not correct,,JRLSLLC
364,inoScript,Clean Out PST Inonet Page,,JRLSLLC
365,inoScript,Showing wrong QTY on QSMS page,,JRLSLLC
366,inoScript,Cannot enter Quote - Select Site Error,,JRLSLLC
367,inoScript,Beta server wont let me enter a quote.,,JRLSLLC
368,inoScript,Cant finish entering quote,,JRLSLLC
369,inoScript,Outsource packing list wont mark as shipped,,JRLSLLC
370,inoScript,Inonet Quote Main Not Saving,,JRLSLLC
371,inoScript,Unable to submit a quote; Quote page keeps asking to select site when user already did as requested.,,JRLSLLC
372,inoScript,Ino Quote,,JRLSLLC
373,inoScript,Quote will not process,,JRLSLLC
374,inoScript,Q# 20220803-530 and other quotes I need to edit the due dates.  Editing quote info due dates unsuccessful. Inonet kept asking for select site but its been selected.,,JRLSLLC
375,inoScript,Lock-out for box build X00013900 devices,,JRLSLLC
376,inoScript,cannot edit SCARs in QSMS,,JRLSLLC
377,inoScript,Outsource packing list wont mark as shipped or print packing list,,JRLSLLC
378,inoScript,Add pklist to qvwFactoryOTD,,JRLSLLC
379,inoScript,RMA WO has no BOM linked,,JRLSLLC
380,inoScript,Shipping addendum is adding 644-1A before the last 6 serial numbers.  We need to remove 644-1A for the addendum.  This is very urgent needs to be fixed soon!,,JRLSLLC
381,inoScript,88418 should be closed,,JRLSLLC
382,inoScript,Help Desk Screen Shot file not accessable,,JRLSLLC
383,inoScript,The Shipped module in Customer Portal page is not updated timely.,,JRLSLLC
384,inoScript,Reports not working in Beta now,,JRLSLLC
385,inoScript,Error with transactions,,JRLSLLC
386,inoScript,Unable to sign NCRs,,JRLSLLC
387,inoScript,No door scans,,JRLSLLC
388,inoScript,PROBLEMS FOR COMPLETE THE TRANSACTIONS,,JRLSLLC
389,inoScript,Need my rights to Supplier Dashboard reinstated from my SQE role.  I had a role change and lost all my rights to edit in Supplier dashboard.,,JRLSLLC
390,inoScript,Report not functioning/opening when selected,,JRLSLLC
391,inoScript,Inventory Metrics start & end time,,JRLSLLC
392,inoScript,Nothing shows up in COM or historical when you refresh,,JRLSLLC
393,inoScript,lines duplicated in run ready per work order due to BOM index,,JRLSLLC
394,inoScript,Toolcheck page - Missing Locations Management tab,,JRLSLLC
395,inoScript,Inonet wont output Reports from the Reports/Main Report menu,,JRLSLLC
396,inoScript,api.theino.net wont log all the way in,,JRLSLLC
397,inoScript,Shop floor tracking wont access,,JRLSLLC
398,inoScript,Update has been running since 9/11,,JRLSLLC
399,inoScript,Dbnull Error when clicking countback complete,,JRLSLLC
400,inoScript,Manex/Inonet packing list do not match. Match Maker Match Maker please make me match:),,JRLSLLC
401,inoScript,Spartronics Logan Leadership Org Chart link broken,,JRLSLLC
402,inoScript,SMT Manager Down,,JRLSLLC
403,inoScript,Shipping Page - Removing GUID from box spelling issue (Knit Picky),,JRLSLLC
404,inoScript,Shipping Page - Addendum not showing all sales order lines,,JRLSLLC
405,inoScript,"Shipping Page - L3 Stack packing list not showing part number, shows Inovar logo as well",,JRLSLLC
406,inoScript,WO 91776 should be closed,,JRLSLLC
407,inoScript,"p/n MX221-0072295 (APL5934KAI-TRG) cant be added to a WO, e.g. 94556 (409212) , although we have it on hand and is on the BOM.",,JRLSLLC
408,inoScript,Shortage Page - Request Shortage - Reorder button on Active Shortages tab missing,,JRLSLLC
409,inoScript,Not going to an A location,,JRLSLLC
410,inoScript,Shipping Page - Packing List tab - Sales order tab - Part SO packing list blank,,JRLSLLC
411,inoScript,I have the following old POs that need to be closed.   114877 20210820-1408 20210505-1451 When I try to close these I get an error that there is no supplier listed and I am unable to add on in the drop down.,,JRLSLLC
412,inoScript,Exectuion Timeout Expired trying to fill part shortage request,,JRLSLLC
413,inoScript,I cannot access my email from Inonet,,JRLSLLC
414,inoScript,Work Group Priority [inoquote/wgp.aspx] Will not load for me,,JRLSLLC
415,inoScript,We cant scanfrom THA WC to Funct Test WC,,JRLSLLC
416,inoScript,Items questions do not save how they are supposed to,,JRLSLLC
417,inoScript,"Work order 93190 shows two lines in run ready, BOM index 13 and bom index 14.  It also shows the work order twice in assembly dashboard, work order drop down",,JRLSLLC
418,inoScript,BVN not being applied to the WO,,JRLSLLC
419,inoScript,SO 2108170021 - some lines not assigned a division,,JRLSLLC
420,inoScript,CCI used report does not appear to be working,,JRLSLLC
421,inoScript,I am getting an error message when I try to push the L3 stack for PL 20220811-807,,JRLSLLC
422,inoScript,Missing MPN GUID Error,,JRLSLLC
423,inoScript,Tecate unable to open quote/materials/consumables page,,JRLSLLC
424,inoScript,Both MPNs dont show up when trying to order,,JRLSLLC
425,inoScript,Qlik View Needed,,JRLSLLC
426,inoScript,Line 11 is showing 5 received when there really isnt.,,JRLSLLC
427,inoScript,Shipping Page - Box tab - Print Manifest button is giving an error,,JRLSLLC
428,inoScript,Qlik View qvwCrChangeLog Cant Be Accessed?,,JRLSLLC
429,inoScript,"CBT- Insider threat program Plan-review-20220811-1233 automatically says training complete when you try to open it, but the training doesnt go away as being complete",,JRLSLLC
430,inoScript,Cannot sign RR for WO 93320,,JRLSLLC
431,inoScript,Access to sign - off dash This is for clean orders its a request by Ryan Zimmer,,JRLSLLC
432,inoScript,Hi ... I would like to have access to delete P.Ns in Pink Sheet.. Thanks in advance,,JRLSLLC
433,inoScript,Receiving Mexico Sign offs,,JRLSLLC
434,inoScript,3 NCR´s with changed WO issues Not able to sign and close NCR´s,,JRLSLLC
435,inoScript,Getting an error when I try and view CRs,,JRLSLLC
436,inoScript,X Ray Sampling,,JRLSLLC
437,inoScript,Countback Auto-Email - Report is calculating from wrong column,,JRLSLLC
438,inoScript,Shipping Page - Packing list is not showing all lines shipped,,JRLSLLC
439,inoScript,Facility ship email is not working,,JRLSLLC
440,inoScript,MRP share isnt showing all of the info.,,JRLSLLC
441,inoScript,Stuck - says it has been running since 7/23,,JRLSLLC
442,inoScript,SO Dashboard,,JRLSLLC
443,inoScript,Tecate is reporting that it is requiring Xray scan on all pca when it is set on 2 out of 20,,JRLSLLC
444,inoScript,"Error in the system transaction, it is sending all units to XRay.",,JRLSLLC
445,inoScript,Configuration Signature not applied to Run Ready Checklist (Capacity Plan),,JRLSLLC
446,inoScript,Done button on shortages not working,,JRLSLLC
447,inoScript,Missing Container Profiles,,JRLSLLC
448,inoScript,Unit stuck in Outsource,,JRLSLLC
449,inoScript,I am working on a CAR for the improper use of Use as is disposition on NCMRs. I have 15 NCMRs that need the disposition changed. Is this something you can give me access to change or can I get you a list of what needs to be changed and to what and you c,,JRLSLLC
450,inoScript,qvwQuoteWCCosts,,JRLSLLC
451,inoScript,SDS LT100-013191 Unable to Download,,JRLSLLC
452,inoScript,Page ran out of memory,,JRLSLLC
453,inoScript,Add countback flag to qvwWorkOrders,,JRLSLLC
454,inoScript,Execution Timeout Expired when scanning shortage,,JRLSLLC
455,inoScript,CM sign-off not working on WO 92150,,JRLSLLC
456,inoScript,broken link,,JRLSLLC
457,inoScript,CCI Manager 1000 results limitiation,,JRLSLLC
458,inoScript,Supplier needs to be updated on RIR 193428 to RFMW,,JRLSLLC
459,inoScript,Shortage wont mark as delivered,,JRLSLLC
460,inoScript,string error trying to create a new RIR,,JRLSLLC
461,inoScript,WO Num for WO #943445 was mistyped,,JRLSLLC
462,inoScript,Can not sign NCR to scrap and close NCR,,JRLSLLC
463,inoScript,qvwQuoteWCCosts Section column issue,,JRLSLLC
464,inoScript,Inonet did not save supplier change,,JRLSLLC
465,inoScript,"when I upload a new x-ray folder, it does not want to overwrite the previous folder. It will still show the previous  x-ray images that were done on the Dage X-ray. I want to overwrite the files with the AXI images instead. It says that the file has been",,JRLSLLC
466,inoScript,Floor Stock is not on the drop down list,,JRLSLLC
467,inoScript,Outsource packing list 20220719-827 did not mark as shipped or print packing list,,JRLSLLC
468,inoScript,Please remove the following signed off within the training database:  Employee name: Sarah Maughan  Module name: Chk - THA operator III checklist  Date signed: 07/14/2022  Please just “in-sign” this but leave the module attached so I can re-sign it at a f,,JRLSLLC
469,inoScript,"I have a meeting I am on that is no longer used but dont know who can make this go away.  If the answer is Eric Shipley, he most likely wont help me so can IT kill this meeting?  I attached a picture of the meeting.",,JRLSLLC
470,inoScript,Add partClass and partType to qvwBomByAssem,,JRLSLLC
471,inoScript,Kit Audit is not allowing us to issue any parts,,JRLSLLC
472,inoScript,slow system,,JRLSLLC
473,inoScript,Rapid Proto project is not being displayed in the project column on assemblies where it should,,JRLSLLC
474,inoScript,Missing FInal material cost 20220706-6296,,JRLSLLC
475,inoScript,Quote Main Final material pricing data missing 20220615-835 & 20220615-913,,JRLSLLC
476,inoScript,**this is not a bug**,,JRLSLLC
477,inoScript,New Qlik View with BOM information,,JRLSLLC
478,inoScript,Asset Length,,JRLSLLC
479,inoScript,One-time output of all programs/assemblies,,JRLSLLC
480,inoScript,Material Cost missing in Quote Final Report,,JRLSLLC
481,inoScript,qvwWhereUsed - Filtering out part numbers?,,JRLSLLC
482,inoScript,I am working on quote 20220615-913.  The MOQ is not reporting.  I uploaded my file a second time and the MOW is still not reporting.  Just need to know if there is an error with Inonet or I need to make a change to my file.,,JRLSLLC
483,inoScript,Crash report,,JRLSLLC
484,inoScript,Need Qlik View of Default Sites,,JRLSLLC
485,inoScript,Add PM notes field to qvwQuoteStatus,,JRLSLLC
486,inoScript,Doesnt seem to be searching by mpn,,JRLSLLC
487,inoScript,Need elements on SoDash hidden,,JRLSLLC
488,inoScript,qVwBomVsKit - finding errors,,JRLSLLC
489,inoScript,When user inputs a operational commit date it changes the risk to red,,JRLSLLC
490,inoScript,Key Work List Emails Missing Key WOs,,JRLSLLC
491,inoScript,Unable to connect with printer from SMT Manager,,JRLSLLC
492,inoScript,Nothing shows when you go in to the part in part dash board,,JRLSLLC
493,inoScript,after 2nd code post today you cant search in part dashboard nothing shows,,JRLSLLC
494,inoScript,search fields dont bring up any results,,JRLSLLC
495,inoScript,The inline audit page is not recording any data and any historical data is no longer there either.,,JRLSLLC
496,inoScript,Add BOM Line Item Number to qVwBomVsKit,,JRLSLLC
497,inoScript,Trying to Invoice a Sales Order and Getting an Error,,JRLSLLC
498,inoScript,Part Dash - OHQ showing 0 instead of 853,,JRLSLLC
499,inoScript,CC 20220531-274 wont close,,JRLSLLC
500,inoScript,Unable to dl LT437-0086607 SDS,,JRLSLLC
501,inoScript,esd check,,JRLSLLC
502,inoScript,I can nolonger clock in the theino.net with the finger scaners,,JRLSLLC
503,inoScript,Labor tracking Errors,,JRLSLLC
504,inoScript,Inventory Locations Page - Cannot add some new locations,,JRLSLLC
505,inoScript,in Part Dash main screen it shows three lines,,JRLSLLC
506,inoScript,qvwQuoteStatus not pulling in PO Sizes,,JRLSLLC
507,inoScript,Cant get WO 93599 to change to Paste in SMT manager,,JRLSLLC
508,inoScript,Marked Packing list as shipped and recieved a timed out error.,,JRLSLLC
509,inoScript,qvwQuoteStatus Data Type Error,,JRLSLLC
510,inoScript,Assing scrap causes balance to increase outrageously.,,JRLSLLC
511,inoScript,Kit Audit - Unable to add GUID to kit,,JRLSLLC
512,inoScript,"Quote template in quote main shows that it has uploaded, but the Final tab does not show the data uploaded.",,JRLSLLC
